btAUC.vec
0.9057
0.9074
0.8892
0.8973
0.8998
0.9036
0.8795
0.9151
0.8717
0.9176
0.9159
0.8927
0.8838
0.914
0.9009
0.9113
0.8992
0.9099
0.8687
0.894
0.9064
0.9021
0.9223
0.8981
0.9164
0.9019
0.9068
0.8992
0.9153
0.9113
0.916
0.9102
0.9154
0.8673
0.9032
0.9037
0.9035
0.9114
0.886
0.9349
0.9067
0.9114
0.9092
0.9104
0.9157
0.9232
0.9126
0.9192
0.882
0.9164
0.8993
0.8891
0.9071
0.9177
0.911
0.9101
0.91
0.9017
0.9186
0.8825
0.9045
0.8968
0.926
0.8925
0.9
0.8934
0.921
0.9072
0.9194
0.9009
0.9165
0.9237
0.9109
0.9071
0.8895
0.8965
0.8983
0.9151
0.9213
0.8906
0.916
0.9122
0.911
0.9184
0.92
0.9107
0.9141
0.9116
0.9001
0.9147
0.9043
0.8942
0.9142
0.8998
0.9122
0.9084
0.897
0.8841
0.9078
0.8978
0.8973
0.9148
0.9053
0.9179
0.9073
0.9118
0.884
0.9135
0.8975
0.8882
0.9137
0.8917
0.9122
0.905
0.9025
0.9145
0.8948
0.9077
0.9187
0.9106
0.8933
0.9021
0.9002
0.8933
0.9015
0.9023
0.8958
0.9156
0.9163
0.9087
0.9143
0.8828
0.898
0.9179
0.9231
0.9118
0.918
0.91
0.8986
0.9134
0.8943
0.8938
0.894
0.894
0.9167
0.9126
0.9221
0.9199
0.8887
0.9007
0.9066
0.9109
0.9216
0.9005
0.8999
0.8869
0.9141
0.902
0.9207
0.8909
0.9171
0.913
0.9091
0.9081
0.8986
0.9025
0.9104
0.9245
0.9112
0.9006
0.8806
0.9159
0.9173
0.9192
0.9095
0.907
0.916
0.9057
0.9132
0.8975
0.928
0.9005
0.8847
0.8794
0.9213
0.9251
0.9135
0.9167
0.9215
0.9205
0.909
0.908
0.8934
0.9152
0.9014
0.9134
0.9024
0.9014
0.8939
0.9106
0.9147
0.9058
0.8881
0.9121
0.9083
0.9162
0.9245
0.9087
0.915
0.9175
0.8871
0.9243
0.9144
0.9057
0.9023
0.9137
0.9114
0.9058
0.9294
0.9227
0.912
0.8899
0.9159
0.8889
0.9081
0.9041
0.9234
0.9047
0.9129
0.9186
0.9123
0.913
0.9083
0.9167
0.9082
0.9211
0.9162
0.908
0.9176
0.9171
0.9138
0.9079
0.9186
0.9151
0.9089
0.9202
0.896
0.9082
0.9108
0.924
0.9108
0.901
0.9163
0.9132
0.8433
0.914
0.8968
0.899
0.9173
0.8791
0.9187
0.9088
0.904
0.8948
0.9135
0.9056
0.8946
0.9186
0.9051
0.9121
0.9069
0.8944
0.9131
0.9294
0.888
0.9131
0.8974
0.8964
0.9095
0.9033
0.8967
0.9026
0.914
0.9028
0.9001
0.9068
0.9025
0.9133
0.9053
0.8974
0.9169
0.9013
0.9128
0.9077
0.9152
0.9033
0.9235
0.9084
0.9048
0.9217
0.9263
0.9114
0.91
0.9192
0.9109
0.9032
0.9121
0.9096
0.9034
0.9105
0.9041
0.9194
0.9267
0.9164
0.9227
0.9089
0.9055
0.9155
0.8934
0.9093
0.9172
0.9031
0.9133
0.9062
0.9087
0.9302
0.9145
0.9053
0.8936
0.9122
0.916
0.934
0.9043
0.9113
0.918
0.9042
0.8995
0.8965
0.9011
0.9132
0.9065
0.9136
0.9221
0.9188
0.8924
0.9125
0.9112
0.9152
0.9186
0.9196
0.8963
0.8853
0.91
0.9058
0.9032
0.9023
0.9038
0.9087
0.8953
0.9073
0.9109
0.9033
0.9064
0.9199
0.9005
0.9153
0.9012
0.9007
0.8933
0.9016
0.9131
0.9215
0.8883
0.8979
0.9048
0.9196
0.9089
0.9188
0.9052
0.9096
0.9011
0.8914
0.9014
0.8968
0.9278
0.911
0.9003
0.879
0.9158
0.8857
0.926
0.8958
0.9191
0.9145
0.8984
0.8948
0.9174
0.9081
0.9222
0.9075
0.9273
0.913
0.9031
0.8943
0.9209
0.9075
0.9021
0.9276
0.8913
0.9097
0.8867
0.9139
0.9066
0.92
0.9331
0.9203
0.9243
0.9178
0.8933
0.9139
0.8903
0.9027
0.9234
0.927
0.903
0.9057
0.9219
0.8903
0.8952
0.9135
0.9184
0.9041
0.8891
0.9181
0.9073
0.9049
0.8902
0.9141
0.8992
0.9079
0.8964
0.9194
0.9056
0.9035
0.9167
0.9098
0.9061
0.9077
0.9023
0.9053
0.9383
0.9019
0.8937
0.9309
0.918
0.908
0.8934
0.9056
0.9027
0.9121
0.889
0.9101
0.908
0.9037
0.8933
0.9203
0.9105
0.9042
0.9024
0.8996
0.915
0.9017
0.8361
0.9022
0.9039
0.889
0.9121
0.8918
0.9089
0.8972
0.9167
0.9095
0.9121
0.9127
0.9109
0.9113
0.901
0.9087
0.9049
0.9205
0.905
0.904
0.907
0.8878
0.9119
0.9135
0.9034
0.9164
0.9148
0.9047
0.9
0.915
0.8787
0.9233
0.9237
0.9106
0.8775
0.8839
0.8852
0.9157
0.8941
0.8834
0.8984
0.9025
0.9234
0.9154
0.9137
0.9011
0.9141
0.8957
0.9067
0.9071
0.8993
0.9097
0.9304
0.8877
0.9
0.8948
0.8815
0.9174
0.91
0.9167
0.9139
0.9223
0.9027
0.8942
0.9239
0.9202
0.9138
0.9017
0.9154
0.8937
0.924
0.9091
0.915
0.924
0.8911
0.8989
0.9289
0.913
0.9286
0.9167
0.9237
0.9085
0.9219
0.9179
0.9226
0.9112
0.9188
0.8967
0.9015
0.8924
0.9278
0.9065
0.8914
0.909
0.9139
0.9025
0.9041
0.9191
0.9063
0.8956
0.9222
0.9242
0.907
0.9204
0.9243
0.9014
0.9079
0.8958
0.9012
0.9131
0.9069
0.8906
0.8973
0.9138
0.9084
0.8948
0.9108
0.9107
0.909
0.9093
0.9154
0.9022
0.9192
0.9234
0.9093
0.9039
0.9085
0.9055
0.9085
0.9252
0.9126
0.9074
0.9187
0.8974
0.9233
0.9178
0.9018
0.9041
0.8957
0.8988
0.8817
0.8957
0.8984
0.9129
0.8976
0.9256
0.9073
0.9089
0.8894
0.9229
0.9324
0.9221
0.9078
0.9278
0.9278
0.9074
0.9124
0.9089
0.8866
0.911
0.9122
0.9204
0.8744
0.9092
0.9152
0.9022
0.8984
0.9178
0.9104
0.9057
0.8849
0.891
0.8988
0.9045
0.902
0.9022
0.8892
0.9169
0.9145
0.9189
0.9116
0.8913
0.909
0.9167
0.9114
0.914
0.9209
0.9164
0.9089
0.9119
0.9199
0.9167
0.9076
0.9153
0.9083
0.906
0.9131
0.9124
0.8926
0.9236
0.8963
0.9174
0.8916
0.8959
0.9318
0.9023
0.9038
0.906
0.9132
0.9122
0.9111
0.8773
0.8924
0.9101
0.8878
0.9034
0.9206
0.9215
0.9059
0.9105
0.891
0.9186
0.8924
0.928
0.9143
0.9081
0.9183
0.9084
0.9152
0.9205
0.9385
0.9089
0.9191
0.9178
0.9122
0.9052
0.9067
0.9096
0.916
0.9145
0.9152
0.9158
0.9136
0.8979
0.9081
0.9071
0.9128
0.9252
0.8875
0.8866
0.9045
0.8993
0.9066
0.9085
0.9032
0.9324
0.9111
0.9053
0.9107
0.8924
0.8969
0.8956
0.9155
0.9087
0.923
0.9165
0.902
0.8959
0.9261
0.9189
0.9168
0.9045
0.9132
0.8978
0.9062
0.914
0.9217
0.9108
0.8996
0.9119
0.9038
0.9071
0.8986
0.9168
0.904
0.9187
0.9229
0.8888
0.9102
0.9037
0.9079
0.9159
0.911
0.9191
0.9091
0.8959
0.9113
0.908
0.916
0.8966
0.9158
0.9152
0.9123
0.9088
0.9159
0.8966
0.8983
0.9217
0.9137
0.9023
0.9171
0.9038
0.8972
0.899
0.9053
0.9011
0.8942
0.9012
0.8987
0.8973
0.9251
0.9168
0.8936
0.897
0.9022
0.9154
0.8991
0.8888
0.9139
0.9061
0.8963
0.9119
0.9288
0.9153
0.9103
0.9082
0.912
0.9217
0.906
0.9169
0.8893
0.9347
0.9004
0.9134
0.9149
0.9237
0.9191
0.904
0.9013
0.904
0.9126
0.9128
0.92490000000000006
0.9146
0.9078
0.9158
0.9174
0.9079
0.905
0.9015
0.9162
0.9157
0.9248
0.9111
0.9089
0.9168
0.9133
0.9078
0.8936
0.9081
0.9048
0.913
0.9167
0.9108
0.9268
0.8792
0.9261
0.9058
0.906
0.9125
0.8889
0.9282
0.8871
0.9174
0.8966
0.8984
0.884
0.9146
0.9093
0.9079
0.9241
0.9135
0.904
0.9077
0.9036
0.9082
0.9208
0.9212
0.9087
0.9014
0.9174
0.9171
0.9086
0.9112
0.912
0.9142
0.899
0.9037
0.9117
0.9199
0.9075
0.9157
0.9192
0.9099
0.9156
0.8869
0.91
0.9095
0.9227
0.9162
0.9118
0.9222
0.9244
0.9146
0.9103
0.9098
0.917
0.9036
0.8837
0.913
0.9161
0.9076
0.914
0.9197
0.9165
0.913
0.9046
0.9109
0.914
0.9082
0.9031
0.9007
0.9255
0.9203
0.9023
0.9196
0.9229
0.8953
0.9201
0.9108
0.9061
0.9186
0.9059
0.914
0.9007
0.9147
0.91
0.9025
0.9142
0.9099
0.9314
0.9056
0.9043
0.9185
0.9278
0.9202
0.899
0.8913
0.8955
0.9133
0.918
0.9167
0.9165
0.8977
0.9001
0.9186
0.9106
0.9108
0.902
0.9068
0.9148
0.9092
0.8815
0.9026
0.922
0.9207
0.9006
0.8975
0.9244
0.9014
0.8978
0.8883
0.9147
0.9067
0.9195
0.9128
0.9079
0.9141
0.9021
0.8892
0.9232
0.9056
0.9057
0.9193
0.9286
0.9258
0.9152
0.9072
0.9115
0.9031
0.917
0.9106
0.9133
0.9177
0.8825
0.9071
0.9081
0.913
0.8993
0.9115
0.8997
0.899
0.909
0.9313
0.9028
0.9096
0.9021
0.9188
