btAUCT.vec
0.8867
0.8503
0.8928
0.8977
0.8667
0.9007
0.909
0.9007
0.878
0.8714
0.886
0.8859
0.8995
0.869
0.876
0.8858
0.9067
0.8926
0.8501
0.8506
0.854
0.8999
0.8842
0.8474
0.9024
0.9177
0.9068
0.886
0.8538
0.889
0.8716
0.886
0.9051
0.8906
0.8947
0.9164
0.8717
0.9042
0.8896
0.9014
0.9002
0.9106
0.8516
0.8489
0.8979
0.8659
0.8681
0.9144
0.8949
0.8969
0.8131
0.8794
0.9207
0.8711
0.8981
0.9108
0.8668
0.8587
0.8803
0.887
0.8463
0.8446
0.8686
0.86240000000000006
0.8973
0.7969
0.8754
0.9138
0.8564
0.896
0.8716
0.8988
0.8942
0.8799
0.8999
0.8565
0.9114
0.8945
0.8802
0.8577
0.8678
0.9132
0.8694
0.8879
0.8865
0.8728
0.834
0.8531
0.8553
0.89
0.889
0.9053
0.8851
0.8678
0.8697
0.8601
0.8631
0.887
0.8843
0.8505
0.9054
0.9112
0.8812
0.8457
0.8769
0.8951
0.8942
0.9022
0.8878
0.8908
0.8902
0.8975
0.8987
0.9052
0.8804
0.9118
0.9079
0.8681
0.8955
0.8704
0.8868
0.8995
0.9141
0.8899
0.8955
0.8786
0.816
0.9047
0.8434
0.9009
0.8692
0.8745
0.8888
0.8782
0.8688
0.8786
0.8983
0.8898
0.9247
0.9034
0.8777
0.8607
0.8687
0.9039
0.8986
0.8289
0.8875
0.903
0.887
0.864
0.8938
0.9003
0.8651
0.8874
0.9243
0.8768
0.8497
0.8939
0.8415
0.8929
0.8538
0.9007
0.8979
0.8968
0.8535
0.8958
0.8753
0.8874
0.9021
0.8504
0.8632
0.9082
0.9007
0.8807
0.8852
0.8612
0.857
0.8712
0.873
0.8636
0.8763
0.9055
0.8971
0.8881
0.8902
0.8678
0.897
0.8627
0.8736
0.8949
0.9238
0.8955
0.8783
0.8887
0.86240000000000006
0.8845
0.9017
0.8958
0.8984
0.8872
0.8899
0.858
0.9001
0.8808
0.8675
0.9005
0.8811
0.8597
0.8733
0.9113
0.8238
0.8879
0.8785
0.8679
0.8769
0.8365
0.8994
0.8942
0.8425
0.8992
0.8944
0.909
0.894
0.8702
0.9067
0.8338
0.8985
0.9122
0.8865
0.8928
0.8732
0.9021
0.8834
0.8873
0.9016
0.8767
0.8825
0.8998
0.9157
0.8514
0.888
0.8894
0.8586
0.8906
0.8674
0.8877
0.9015
0.9052
0.7931
0.8884
0.8871
0.8503
0.8581
0.8922
0.9018
0.8531
0.8573
0.9022
0.9098
0.8561
0.9064
0.9054
0.8645
0.8924
0.9038
0.8976
0.8504
0.9141
0.9067
0.8983
0.8428
0.8931
0.8906
0.8757
0.9186
0.8809
0.8936
0.8972
0.8965
0.8943
0.8995
0.9019
0.8738
0.899
0.9028
0.8763
0.8818
0.9019
0.8634
0.8845
0.9187
0.9135
0.8835
0.8426
0.8805
0.893
0.8879
0.8786
0.8684
0.7683
0.8891
0.9047
0.8962
0.86
0.8958
0.8701
0.9005
0.9125
0.9199
0.8448
0.8805
0.882
0.8599
0.9067
0.9018
0.8786
0.8717
0.9162
0.8986
0.856
0.8049
0.8377
0.891
0.8892
0.9126
0.8966
0.905
0.8895
0.898
0.8873
0.8804
0.8973
0.8665
0.9156
0.8845
0.9077
0.8988
0.9058
0.8064
0.8169
0.8938
0.904
0.9015
0.9002
0.8931
0.856
0.8761
0.9052
0.8866
0.8672
0.8782
0.8461
0.907
0.8642
0.9027
0.8323
0.8739
0.8474
0.8509
0.8639
0.904
0.8538
0.8842
0.8904
0.9101
0.9108
0.8169
0.8506
0.8947
0.8909
0.8888
0.8867
0.9092
0.9138
0.8821
0.8733
0.863
0.8655
0.9086
0.8933
0.8598
0.8625
0.8725
0.8828
0.9032
0.8777
0.9037
0.8781
0.8834
0.9028
0.8769
0.9037
0.8935
0.8911
0.881
0.8703
0.8969
0.9013
0.8996
0.8688
0.8738
0.8905
0.8826
0.8966
0.9094
0.9034
0.8879
0.8634
0.9003
0.8808
0.8585
0.8657
0.8877
0.8724
0.8846
0.8914
0.8663
0.8985
0.9049
0.8412
0.8838
0.8934
0.9112
0.9045
0.8971
0.8488
0.8983
0.9102
0.8877
0.8732
0.9086
0.9036
0.8959
0.8989
0.8052
0.8329
0.8823
0.8639
0.8991
0.8942
0.9062
0.8529
0.885
0.8529
0.8888
0.8549
0.9074
0.8977
0.903
0.8569
0.8697
0.8889
0.9153
0.8342
0.8652
0.849
0.9001
0.8851
0.9011
0.9066
0.9005
0.9084
0.8701
0.8847
0.8841
0.8542
0.8916
0.879
0.9027
0.8903
0.9202
0.862
0.8586
0.86240000000000006
0.8722
0.9095
0.8705
0.8831
0.9184
0.894
0.793
0.8839
0.8852
0.9104
0.8569
0.8919
0.8976
0.8614
0.7926
0.885
0.8893
0.8608
0.8643
0.9056
0.8447
0.8615
0.8944
0.8772
0.8899
0.9109
0.9015
0.7881
0.8882
0.8681
0.8565
0.8992
0.7987
0.8706
0.9036
0.8175
0.858
0.8536
0.899
0.8854
0.8201
0.8823
0.9098
0.8941
0.9116
0.897
0.8872
0.9094
0.8866
0.8398
0.9026
0.8138
0.8559
0.8804
0.8176
0.8516
0.8826
0.902
0.8937
0.9156
0.8673
0.8901
0.894
0.8647
0.8945
0.8583
0.8622
0.8999
0.8641
0.9107
0.8858
0.8631
0.9065
0.9025
0.8883
0.885
0.8704
0.8752
0.9126
0.8968
0.86
0.9183
0.849
0.8589
0.9246
0.9021
0.8823
0.9084
0.8799
0.9009
0.8883
0.8863
0.9044
0.9018
0.8814
0.8815
0.8811
0.8526
0.8632
0.8938
0.9077
0.8856
0.8922
0.8546
0.9057
0.8783
0.8586
0.9215
0.8098
0.8529
0.8448
0.8883
0.9
0.8982
0.8802
0.8845
0.8855
0.8438
0.8817
0.8953
0.9171
0.8599
0.8985
0.9066
0.9044
0.8988
0.9008
0.885
0.8905
0.9084
0.9011
0.8715
0.8718
0.8064
0.8585
0.8469
0.8584
0.8702
0.8688
0.9207
0.883
0.857
0.8358
0.9022
0.8833
0.8799
0.8842
0.858
0.8989
0.8052
0.8986
0.9154
0.8914
0.876
0.887
0.8974
0.874
0.9178
0.9088
0.8942
0.8875
0.862
0.8868
0.8942
0.8856
0.8767
0.8555
0.8748
0.8837
0.8884
0.9008
0.8918
0.8556
0.8829
0.8702
0.846
0.9122
0.8893
0.9004
0.8709
0.8442
0.8347
0.8872
0.8702
0.8823
0.8852
0.8967
0.8969
0.8686
0.8877
0.8831
0.896
0.8823
0.8732
0.8583
0.8912
0.9056
0.8379
0.8781
0.8575
0.8833
0.8888
0.8918
0.9038
0.8456
0.8265
0.8705
0.9027
0.8963
0.8956
0.8811
0.8988
0.8721
0.9053
0.9167
0.8914
0.9013
0.8811
0.9034
0.8747
0.8999
0.891
0.9007
0.8365
0.8762
0.8826
0.8519
0.8928
0.8877
0.8972
0.894
0.8927
0.9054
0.9044
0.8595
0.9167
0.8727
0.895
0.8866
0.8385
0.8539
0.8594
0.8832
0.8593
0.8961
0.9024
0.8668
0.8791
0.9225
0.9041
0.8786
0.881
0.9068
0.9048
0.9142
0.8692
0.8689
0.8794
0.8994
0.8976
0.8604
0.8586
0.8627
0.8746
0.8396
0.9069
0.8912
0.8807
0.8908
0.8765
0.8862
0.9023
0.9204
0.8873
0.8451
0.868
0.8922
0.8931
0.9067
0.8937
0.8759
0.9037
0.8783
0.8844
0.9048
0.8874
0.8737
0.8987
0.9025
0.9157
0.8553
0.8989
0.8808
0.8718
0.9047
0.9029
0.9021
0.8774
0.9099
0.894
0.9052
0.8768
0.8732
0.8942
0.8548
0.8595
0.8794
0.8756
0.8769
0.8789
0.9
0.8845
0.8805
0.8739
0.8826
0.8848
0.9113
0.8481
0.7993
0.9015
0.8886
0.9115
0.8514
0.8951
0.8639
0.8559
0.9026
0.8878
0.8807
0.8816
0.8469
0.908
0.8918
0.9097
0.8683
0.8482
0.9068
0.9138
0.8829
0.8585
0.8841
0.8365
0.88
0.8878
0.9069
0.8682
0.8865
0.8787
0.9047
0.8787
0.9068
0.8865
0.883
0.8887
0.8915
0.9113
0.8772
0.9069
0.902
0.8916
0.8886
0.8905
0.8934
0.9022
0.8935
0.8529
0.8845
0.9146
0.8734
0.9165
0.8914
0.8993
0.8924
0.8846
0.9084
0.8907
0.8407
0.879
0.886
0.881
0.8409
0.8974
0.8442
0.8841
0.8887
0.893
0.8688
0.883
0.8558
0.9122
0.8408
0.8872
0.8095
0.8867
0.9017
0.9037
0.9196
0.8923
0.9122
0.8849
0.9051
0.9084
0.8911
0.9052
0.8929
0.9008
0.8384
0.8904
0.8985
0.8886
0.8852
0.8826
0.8907
0.8761
0.9036
0.8789
0.8907
0.8853
0.9012
0.8684
0.8863
0.8711
0.8489
0.8251
0.8835
0.9287
0.8734
0.89
0.881
0.8928
0.8798
0.8982
0.8698
0.8873
0.8871
0.9061
0.9075
0.9125
0.9048
0.8726
0.8601
0.8791
0.8928
0.8743
0.9035
0.9087
0.8896
0.918
0.8896
0.9037
0.8542
0.8479
0.8572
0.8783
0.8938
0.8734
0.8824
0.8745
0.9092
0.8717
0.8847
0.8516
0.8537
0.8461
0.9005
0.9083
0.9164
0.8881
0.9023
0.9122
0.88
0.9039
0.9064
0.8487
0.9057
0.8564
0.8506
0.9026
0.8941
0.8786
0.911
0.8428
0.9018
0.8782
0.8957
0.8881
0.9084
0.8576
0.885
0.8151
0.8815
0.8785
0.8475
0.8793
0.8654
0.8775
0.8743
0.8733
0.9117
0.8966
0.8497
0.9005
0.8939
0.8755
0.8591
0.8232
0.9106
0.8937
0.9042
0.8959
0.8756
0.8651
0.8951
0.8822
0.8769
0.8487
0.9187
0.8444
0.8659
0.9061
0.8941
0.9055
0.8595
0.8616
0.9205
0.8826
