btAUClog.vec
0.8799
0.8726
0.8812
0.89
0.887
0.885
0.8699
0.8952
0.8859
0.8838
0.8903
0.893
0.8831
0.8825
0.8794
0.8936
0.8846
0.8918
0.8853
0.8856
0.891
0.8834
0.8868
0.8881
0.8726
0.8868
0.8792
0.8691
0.9016
0.8869
0.9001
0.8771
0.885
0.8882
0.8728
0.8927
0.8908
0.8876
0.8979
0.8865
0.8918
0.8823
0.8885
0.8881
0.8765
0.8942
0.8829
0.9005
0.8899
0.8983
0.8955
0.8966
0.8958
0.8928
0.8806
0.8848
0.881
0.8678
0.8937
0.8842
0.9022
0.8759
0.8885
0.887
0.8986
0.8855
0.891
0.8999
0.8817
0.878
0.8777
0.8866
0.8816
0.8945
0.8984
0.8809
0.8969
0.8798
0.8897
0.8913
0.8945
0.89
0.8876
0.869
0.8846
0.8876
0.8926
0.882
0.8861
0.8857
0.8953
0.8927
0.8884
0.8803
0.8869
0.8944
0.8842
0.8792
0.8847
0.8836
0.8939
0.8874
0.8765
0.8691
0.8879
0.8817
0.8728
0.8877
0.8864
0.8753
0.8771
0.877
0.895
0.8895
0.8831
0.8884
0.8849
0.8869
0.8901
0.8869
0.8875
0.8854
0.8786
0.8867
0.8799
0.9043
0.8797
0.8923
0.891
0.8779
0.8859
0.8886
0.8961
0.8997
0.879
0.8917
0.8921
0.8862
0.8896
0.8892
0.8858
0.8857
0.8882
0.8947
0.887
0.8827
0.8784
0.8948
0.8866
0.8778
0.8721
0.9017
0.8945
0.8982
0.8667
0.8785
0.8842
0.8764
0.8897
0.869
0.8951
0.885
0.8767
0.8913
0.887
0.8971
0.8886
0.8859
0.8948
0.8941
0.8822
0.8902
0.8982
0.8932
0.8971
0.9004
0.876
0.8965
0.8957
0.8817
0.8857
0.8872
0.8989
0.8831
0.8935
0.8804
0.8855
0.878
0.8847
0.8835
0.8911
0.892
0.8746
0.8911
0.883
0.8782
0.8903
0.8939
0.8834
0.8864
0.8905
0.8837
0.8769
0.8832
0.8847
0.8721
0.8791
0.8917
0.8787
0.8921
0.899
0.8959
0.8753
0.8842
0.8991
0.8714
0.8847
0.8807
0.8846
0.9058
0.8834
0.888
0.896
0.8836
0.8939
0.8924
0.8943
0.8825
0.8906
0.8978
0.8855
0.8819
0.8872
0.8953
0.8807
0.8871
0.8744
0.8641
0.8836
0.8737
0.8799
0.8898
0.8811
0.8951
0.8854
0.8932
0.8855
0.8711
0.8884
0.8879
0.8934
0.8897
0.8887
0.8968
0.8767
0.8924
0.886
0.8585
0.893
0.8998
0.8761
0.8794
0.8925
0.8867
0.8848
0.8773
0.8886
0.8866
0.9033
0.898
0.8954
0.8857
0.8906
0.8953
0.885
0.8853
0.8843
0.8799
0.8914
0.9011
0.9018
0.8692
0.8862
0.8965
0.8868
0.8903
0.8914
0.8853
0.887
0.8888
0.8954
0.8934
0.8942
0.8784
0.904
0.8881
0.893
0.9029
0.8851
0.8775
0.8822
0.8958
0.8883
0.8689
0.9076
0.8916
0.8743
0.8912
0.8859
0.891
0.8884
0.8849
0.8918
0.8827
0.8911
0.8809
0.8859
0.8846
0.8824
0.8857
0.8919
0.8803
0.8958
0.8892
0.886
0.8805
0.8919
0.8886
0.8879
0.8998
0.8826
0.9013
0.903
0.879
0.8803
0.8885
0.8892
0.8831
0.8848
0.8787
0.8957
0.8952
0.8895
0.8766
0.8894
0.8837
0.8936
0.8887
0.8801
0.895
0.8874
0.8841
0.8755
0.8908
0.883
0.8893
0.8975
0.8865
0.8831
0.8985
0.888
0.8876
0.8668
0.8929
0.8916
0.8962
0.8873
0.8919
0.9013
0.8713
0.8931
0.887
