btAUClog.vec
0.8721
0.8894
0.8683
0.8912
0.8815
0.8762
0.8699
0.8765
0.8918
0.8988
0.8869
0.8842
0.8902
0.8674
0.8929
0.8701
0.8805
0.8822
0.8862
0.8762
0.8758
0.8934
0.8869
0.8829
0.893
0.8833
0.8899
0.8945
0.9003
0.899
0.8903
0.895
0.8817
0.8864
0.8893
0.8765
0.8907
0.8855
0.8808
0.891
0.8933
0.8893
0.8969
0.8886
0.8878
0.8902
0.8806
0.8908
0.8812
0.8868
0.8864
0.895
0.8813
0.8812
0.8818
0.8957
0.8871
0.8825
0.8795
0.8849
0.8715
0.8755
0.8803
0.8929
0.8988
0.8849
0.8866
0.8874
0.8821
0.8776
0.8904
0.8854
0.8779
0.8837
0.8864
0.8752
0.8792
0.8833
0.8949
0.8951
0.8929
0.8959
0.8854
0.8744
0.8761
0.8975
0.8964
0.8956
0.8996
0.8885
0.8827
0.8788
0.8872
0.8987
0.8989
0.9001
0.882
0.8926
0.8888
0.8779
0.9002
0.8839
0.8885
0.8902
0.8832
0.8924
0.881
0.9005
0.8919
0.8884
0.8938
0.8838
0.8955
0.8758
0.8912
0.902
0.8821
0.8814
0.8805
0.887
0.8969
0.8913
0.8868
0.8911
0.8793
0.8692
0.877
0.8779
0.8835
0.8871
0.8795
0.8899
0.9044
0.895
0.8954
0.8922
0.8799
0.8861
0.894
0.8955
0.8901
0.8964
0.9029
0.8902
0.8768
0.8885
0.8806
0.9005
0.8937
0.8886
0.8838
0.9043
0.8851
0.8991
0.8776
0.8653
0.882
0.8855
0.8936
0.8899
0.8887
0.8762
0.8807
0.8868
0.8841
0.8822
0.8943
0.8867
0.8861
0.8895
0.8881
0.8807
0.8772
0.9015
0.8825
0.8745
0.8781
0.8926
0.9028
0.8948
0.8813
0.8926
0.8837
0.8829
0.8874
0.8894
0.8955
0.8714
0.8613
0.8782
0.8946
0.889
0.8864
0.8812
0.8833
0.8932
0.8963
0.8696
0.8914
0.8927
0.901
0.8825
0.8783
0.8902
0.8811
0.8866
0.9046
0.8807
0.8905
0.8835
0.8806
0.878
0.8911
0.881
0.8863
0.884
0.8746
0.8901
0.8788
0.878
0.8873
0.8996
0.8836
0.8806
0.8824
0.8857
0.8927
0.8847
0.88
0.8963
0.8785
0.8866
0.9037
0.8901
0.893
0.8931
0.8851
0.8874
0.8978
0.8879
0.8837
0.8869
0.8999
0.8769
0.8861
0.8724
0.8789
0.9019
0.8969
0.8876
0.8882
0.8702
0.883
0.8811
0.8939
0.8853
0.8933
0.8817
0.8992
0.8811
0.8872
0.8796
0.8792
0.8799
0.9026
0.8941
0.8933
0.8953
0.8796
0.8852
0.8923
0.8841
0.8747
0.8929
0.8826
0.8828
0.8789
0.8915
0.8984
0.8917
0.8722
0.8987
0.8884
0.9092
0.8855
0.8864
0.8802
0.8933
0.8882
0.8896
0.8644
0.8894
0.8785
0.8906
0.8941
0.8923
0.8794
0.8726
0.8993
0.8792
0.8872
0.8849
0.8896
0.8908
0.8837
0.8771
0.8947
0.8855
0.8821
0.8945
0.8938
0.8892
0.8775
0.8806
0.8928
0.8974
0.8922
0.8816
0.8922
0.883
0.8685
0.8944
0.8889
0.8897
0.8846
0.8963
0.879
0.8896
0.8776
0.8802
0.888
0.8974
0.8836
0.8862
0.8849
0.8911
0.8852
0.9039
0.8885
0.8781
0.8971
0.8929
0.8939
0.882
0.8913
0.8951
0.8843
0.8779
0.9041
0.9026
0.8676
0.8825
0.8859
0.8931
0.8953
0.8796
0.893
0.8838
0.8952
0.8867
0.8909
0.8815
0.8928
0.9036
0.8841
0.8838
0.8868
0.8917
0.8726
0.8876
0.8772
0.8901
0.8674
0.8879
0.8845
0.8913
0.8822
0.8932
0.8879
0.875
0.8927
0.8948
0.877
0.8828
0.8736
0.8912
0.8866
0.8983
0.8939
0.897
0.8931
0.8977
0.8949
0.8693
0.8809
0.8877
0.8875
0.8926
0.8887
0.8971
0.8871
0.882
0.8843
0.8962
0.8792
0.8894
0.8798
0.8872
0.8887
0.8903
0.8945
0.8724
0.8895
0.8989
0.8945
0.8796
0.8932
0.8879
0.8862
0.8736
0.8809
0.8893
0.8797
0.8898
0.8889
0.8819
0.8913
0.885
0.8957
0.8881
0.8996
0.8916
0.8944
0.8872
0.8739
0.8982
0.8795
0.8879
0.8886
0.8889
0.8833
0.8837
0.8961
0.9017
0.8903
0.8937
0.8969
0.887
0.895
0.8919
0.8822
0.8785
0.8954
0.8772
0.8816
0.8798
0.8732
0.8758
0.8808
0.8921
0.8911
0.8942
0.8918
0.8902
0.8844
0.8711
0.8953
0.8886
0.898
0.8961
0.8836
0.9007
0.8878
0.8924
0.864
0.8922
0.8806
0.8711
0.883
0.8947
0.8764
0.8815
0.8856
0.8917
0.8934
0.8942
0.8962
0.891
0.8897
0.8747
0.8982
0.8898
0.8863
0.8903
0.8933
0.8774
0.8943
0.8976
0.8841
0.8926
0.8932
0.8729
0.8913
0.8786
0.8751
0.8894
0.8844
0.901
0.8984
0.8802
0.8931
0.8898
0.8745
0.8849
0.8815
0.8844
0.8669
0.8949
0.8946
0.9031
0.8777
0.8955
0.9089
0.885
0.8896
0.8958
0.8811
0.8766
0.8994
0.8954
0.8742
0.8896
0.8958
0.9003
0.889
0.8859
0.8868
0.875
0.8889
0.8835
0.8887
0.882
0.8899
0.8875
0.8903
0.8927
0.8967
0.9057
0.9013
0.8797
0.8802
0.9056
0.8878
0.8971
0.8773
0.8871
0.8869
0.8877
0.8742
0.8876
0.8946
0.8907
0.8965
0.8848
0.8848
0.8853
0.8783
0.8759
0.8854
0.885
0.8855
0.8945
0.8847
0.8748
0.8857
0.8844
0.891
0.8851
0.9014
0.8874
0.882
0.8668
0.8941
0.9035
0.8949
0.8992
0.8894
0.8814
0.8939
0.8828
0.8877
0.8911
0.879
0.8872
0.8814
0.89
0.8882
0.8782
0.881
0.8826
0.8895
0.8957
0.8768
0.8987
0.8976
0.8876
0.8872
0.8859
0.8786
0.89
0.8904
0.8689
0.8879
0.8972
0.8903
0.8845
0.8807
0.8789
0.8943
0.8782
0.8736
0.888
0.898
0.8723
0.8828
0.8737
0.8754
0.8963
